CRIPTOATIVO;MÊS/ANO;Nº DE OPERAÇÕES;VALOR TOTAL DAS OPERAÇÕES;VALOR MÉDIO POR OPERAÇÃO
NEO;Novembro de 2021;5;27.545,26;5.509,05
NEO;Dezembro de 2021;10;7.352,53;735,25
NEO;Janeiro de 2022;21;8.585,69;408,84
NEO;Fevereiro de 2022;45;6.776,65;150,59
NEO;Março de 2022;38;6.626,18;174,37
NEO;Abril de 2022;28;8.126,48;290,23
NEO;Maio de 2022;11;1.816,76;165,16
NEO;Junho de 2022;13;2.954,64;227,28
NEO;Julho de 2022;9;2.547,39;283,04
NEO;Agosto de 2022;8;344,53;43,07
NEO;Setembro de 2022;7;665,52;95,07
NEO;Outubro de 2022;5;1.056,91;211,38
NEO;Novembro de 2022;12;1.242,57;103,55
NEO;Dezembro de 2022;5;621,26;124,25
NEO;Fevereiro de 2023;18;4.256,16;236,45
NEO;Março de 2023;7;461,73;65,96
NEO;Abril de 2023;10;61.141,48;6.114,15
NEO;Maio de 2023;8;5.640,10;705,01
NEO;Junho de 2023;7;1.370,31;195,76
NEO;Julho de 2023;7;8.056,86;1.150,98
NEO;Agosto de 2023;7;6.461,84;923,12
NEO;Setembro de 2023;4;269,27;67,32
NEO;Outubro de 2023;2;1.698,83;849,42
NEO;Novembro de 2023;14;8.911,25;636,52
NEO;Dezembro de 2023;14;6.905,89;493,28
NEO;Janeiro de 2024;5;360,55;72,11
NEO;Fevereiro de 2024;17;15.796,38;929,20
NEO;Março de 2024;36;4.659,33;129,43
NEO;Abril de 2024;96;10.598,21;110,40
NEO;Maio de 2024;21;18.938,72;901,84
NEO;Junho de 2024;4;323,12;80,78
NEO;Julho de 2024;3;4.090,43;1.363,48
NEO;Agosto de 2024;5;2.027,95;405,59
NEO;Setembro de 2024;26;8.280,67;318,49
NEO;Outubro de 2024;146;31.600,65;216,44
NEO;Novembro de 2024;350;55.058,66;157,31
NEO;Dezembro de 2024;1;2.823,00;2.823,00
NULS;Agosto de 2019;1;4.975,11;4.975,11
NULS;Dezembro de 2019;1.995;406.350,73;203,68
NULS;Janeiro de 2020;1.791;435.356,75;243,08
NULS;Fevereiro de 2020;1.981;813.343,88;410,57
NULS;Março de 2020;2.671;955.260,37;357,64
NULS;Abril de 2020;4.368;1.663.305,24;380,79
NULS;Maio de 2020;6.029;2.307.107,77;382,67
NULS;Junho de 2020;9.589;5.217.800,75;544,14
NULS;Julho de 2020;10.527;7.084.614,15;672,99
NULS;Agosto de 2020;5.683;3.092.648,03;544,19
NULS;Setembro de 2020;3.889;1.708.145,42;439,22
NULS;Outubro de 2020;3.589;1.361.886,73;379,46
NULS;Novembro de 2020;8.232;3.356.760,31;407,77
NULS;Dezembro de 2020;9.276;3.448.895,84;371,81
NULS;Janeiro de 2021;16.343;7.051.033,40;431,44
NULS;Fevereiro de 2021;23.645;11.936.199,18;504,81
NULS;Março de 2021;30.974;23.451.749,83;757,14
NULS;Abril de 2021;34.485;27.203.739,64;788,86
NULS;Maio de 2021;21.650;15.839.586,20;731,62
NULS;Junho de 2021;6.468;3.192.167,52;493,53
NULS;Julho de 2021;5.562;2.526.222,47;454,19
NULS;Agosto de 2021;15.502;8.937.778,51;576,56
NULS;Setembro de 2021;9.412;5.399.289,32;573,66
NULS;Outubro de 2021;14.128;9.240.454,63;654,05
NULS;Novembro de 2021;5.438;4.062.750,88;747,10
NULS;Dezembro de 2021;40.949;62.952.186,98;1.537,33
NULS;Janeiro de 2022;5.842;5.256.259,40;899,74
NULS;Fevereiro de 2022;7.742;7.605.953,88;982,43
NULS;Março de 2022;4.970;4.630.886,27;931,77
NULS;Abril de 2022;6.743;6.547.359,84;970,99
NULS;Maio de 2022;6.199;3.428.507,99;553,07
NULS;Junho de 2022;5.006;2.252.685,26;450,00
NULS;Julho de 2022;6.544;3.374.700,69;515,69
NULS;Agosto de 2022;3.981;2.164.459,51;543,70
NULS;Setembro de 2022;2.630;997.556,40;379,30
NULS;Outubro de 2022;5.603;2.941.598,30;525,00
NULS;Novembro de 2022;3.445;1.499.500,61;435,27
NULS;Dezembro de 2022;3.665;1.731.867,74;472,54
NULS;Janeiro de 2023;1.835;785.243,00;427,93
NULS;Fevereiro de 2023;1.992;840.020,30;421,70
NULS;Março de 2023;1.471;530.626,93;360,73
NULS;Abril de 2023;904;290.910,50;321,80
NULS;Maio de 2023;726;160.813,21;221,51
NULS;Junho de 2023;1.314;332.111,67;252,75
NULS;Julho de 2023;769;194.316,14;252,69
NULS;Agosto de 2023;603;135.952,62;225,46
NULS;Setembro de 2023;399;85.696,75;214,78
NULS;Outubro de 2023;630;167.201,05;265,40
NULS;Novembro de 2023;555;114.269,82;205,89
NULS;Dezembro de 2023;1.284;214.787,04;167,28
NULS;Janeiro de 2024;183;60.547,77;330,86
NULS;Fevereiro de 2024;535;204.195,50;381,67
NULS;Março de 2024;3.622;1.542.292,29;425,81
NULS;Abril de 2024;1.099;480.497,35;437,21
NULS;Maio de 2024;399;156.897,93;393,23
NULS;Junho de 2024;433;154.206,90;356,14
NULS;Julho de 2024;395;159.206,24;403,05
NULS;Agosto de 2024;1.279;786.604,06;615,01
NULS;Setembro de 2024;1.426;978.263,87;686,02
NULS;Outubro de 2024;658;314.091,52;477,34
NULS;Novembro de 2024;979;328.152,06;335,19
OKB;Julho de 2020;1;208,52;208,52
OKB;Março de 2022;396;78.248,71;197,60
OKB;Abril de 2022;735;192.965,11;262,54
OKB;Maio de 2022;172;9.149,80;53,20
OKB;Junho de 2022;224;16.568,32;73,97
OKB;Julho de 2022;227;23.014,13;101,38
OKB;Agosto de 2022;352;29.479,13;83,75
OKB;Setembro de 2022;289;17.039,31;58,96
OKB;Outubro de 2022;175;26.492,95;151,39
OKB;Novembro de 2022;172;19.780,02;115,00
OKB;Dezembro de 2022;118;14.954,13;126,73
OKB;Janeiro de 2023;190;27.989,23;147,31
OKB;Fevereiro de 2023;264;54.913,41;208,01
OKB;Março de 2023;127;17.582,77;138,45
OKB;Abril de 2023;173;27.524,66;159,10
OKB;Maio de 2023;95;8.019,08;84,41
OKB;Junho de 2023;63;6.698,36;106,32
OKB;Julho de 2023;46;3.182,90;69,19
OKB;Agosto de 2023;101;8.957,77;88,69
OKB;Setembro de 2023;19;3.824,99;201,32
OKB;Outubro de 2023;44;9.226,58;209,70
OKB;Novembro de 2023;124;29.058,85;234,35
OKB;Dezembro de 2023;123;28.672,40;233,11
OKB;Janeiro de 2024;152;27.343,83;179,89
OKB;Fevereiro de 2024;273;66.398,67;243,22
OKB;Março de 2024;401;106.626,51;265,90
OKB;Abril de 2024;225;45.836,10;203,72
OKB;Maio de 2024;164;27.245,09;166,13
OKB;Junho de 2024;105;24.294,40;231,38
OKB;Julho de 2024;167;44.737,74;267,89
OKB;Agosto de 2024;102;11.309,60;110,88
OKB;Setembro de 2024;213;26.057,67;122,34
OKB;Outubro de 2024;84;6.937,69;82,59
OKB;Novembro de 2024;339;41.854,40;123,46
OMG;Agosto de 2019;447;42.499,60;95,08
OMG;Setembro de 2019;367;32.391,36;88,26
OMG;Outubro de 2019;340;30.100,97;88,53
OMG;Novembro de 2019;141;45.947,81;325,87
OMG;Dezembro de 2019;52;43.101,48;828,87
OMG;Janeiro de 2020;185;103.193,09;557,80
OMG;Fevereiro de 2020;269;151.346,27;562,63
OMG;Março de 2020;166;124.295,91;748,77
OMG;Abril de 2020;1.847;924.422,07;500,50
OMG;Maio de 2020;14.132;20.938.854,72;1.481,66
OMG;Junho de 2020;3.820;4.171.241,87;1.091,95
OMG;Julho de 2020;2.131;2.032.502,68;953,78
OMG;Agosto de 2020;17.197;28.382.995,11;1.650,46
OMG;Setembro de 2020;7.770;10.747.653,57;1.383,22
OMG;Outubro de 2020;4.674;6.214.198,49;1.329,52
OMG;Novembro de 2020;5.594;8.374.963,15;1.497,13
OMG;Dezembro de 2020;3.502;3.568.449,10;1.018,97
OMG;Janeiro de 2021;7.230;7.715.932,63;1.067,21
OMG;Fevereiro de 2021;11.504;10.587.913,41;920,37
OMG;Março de 2021;8.576;6.546.777,50;763,38
OMG;Abril de 2021;14.851;13.886.665,88;935,07
OMG;Maio de 2021;14.947;16.147.067,52;1.080,29
OMG;Junho de 2021;8.484;3.467.050,96;408,66
OMG;Julho de 2021;6.219;1.769.063,11;284,46
OMG;Agosto de 2021;18.424;4.997.771,16;271,26
OMG;Setembro de 2021;100.166;28.086.966,89;280,40
OMG;Outubro de 2021;36.111;41.626.913,66;1.152,75
OMG;Novembro de 2021;50.087;55.450.402,27;1.107,08
OMG;Dezembro de 2021;10.563;7.006.060,90;663,26
OMG;Janeiro de 2022;6.446;3.662.352,24;568,16
OMG;Fevereiro de 2022;3.099;1.172.768,96;378,43
OMG;Março de 2022;5.461;3.085.628,40;565,03
OMG;Abril de 2022;2.857;1.586.235,61;555,21
OMG;Maio de 2022;3.989;704.405,81;176,59
OMG;Junho de 2022;3.854;2.009.095,48;521,30
OMG;Julho de 2022;2.804;1.482.618,57;528,75
OMG;Agosto de 2022;1.917;283.424,48;147,85
OMG;Setembro de 2022;1.990;363.999,90;182,91
OMG;Outubro de 2022;1.099;173.824,22;158,17
OMG;Novembro de 2022;1.890;350.087,57;185,23
OMG;Dezembro de 2022;903;114.404,39;126,69
OMG;Janeiro de 2023;905;165.224,38;182,57
OMG;Fevereiro de 2023;1.895;538.145,84;283,98
OMG;Março de 2023;4.547;1.319.075,20;290,10
OMG;Abril de 2023;3.766;851.714,13;226,16
OMG;Maio de 2023;3.173;356.653,14;112,40
OMG;Junho de 2023;3.536;305.922,52;86,52
OMG;Julho de 2023;2.462;224.736,73;91,28
OMG;Agosto de 2023;2.930;187.546,58;64,01
OMG;Setembro de 2023;3.337;127.685,22;38,26
OMG;Outubro de 2023;2.377;176.205,03;74,13
OMG;Novembro de 2023;2.183;286.267,81;131,14
OMG;Dezembro de 2023;3.788;512.203,26;135,22
OMG;Janeiro de 2024;10.082;309.160,47;30,66
OMG;Fevereiro de 2024;5.395;323.584,65;59,98
OMG;Março de 2024;7.924;1.256.497,41;158,57
OMG;Abril de 2024;5.452;560.216,10;102,75
OMG;Maio de 2024;3.070;369.269,59;120,28
OMG;Junho de 2024;5.670;994.517,94;175,40
OMG;Julho de 2024;1.428;98.877,00;69,24
OMG;Agosto de 2024;1.394;86.606,33;62,13
OMG;Setembro de 2024;1.877;120.693,00;64,30
OMG;Outubro de 2024;3.105;389.044,73;125,30
OMG;Novembro de 2024;2.593;345.519,63;133,25
PAX;Abril de 2020;1;38.667,16;38.667,16
PAX;Maio de 2020;2;26.725,98;13.362,99
PAX;Junho de 2020;11;5.352.681,38;486.607,40
PAX;Julho de 2020;2;40.207,35;20.103,68
PAX;Agosto de 2020;4;50.900,04;12.725,01
PAX;Setembro de 2020;3;84.122,85;28.040,95
PAX;Outubro de 2020;1;33.480,00;33.480,00
PAX;Novembro de 2020;611;65.632.207,95;107.417,69
PAX;Dezembro de 2020;359;45.130.417,61;125.711,47
PAX;Fevereiro de 2021;1;26.935,00;26.935,00
PAX;Março de 2021;95;16.875.854,39;177.640,57
PAX;Abril de 2021;51;4.094.113,50;80.276,74
PAX;Maio de 2021;82;14.004.947,41;170.792,04
PAX;Junho de 2021;57;3.708.819,38;65.067,01
PAX;Julho de 2021;79;5.913.834,98;74.858,67
PAX;Agosto de 2021;37;3.084.261,05;83.358,41
PAX;Setembro de 2021;10;401.848,13;40.184,81
PAX;Outubro de 2021;12;1.022.994,86;85.249,57
PAX;Novembro de 2021;10;176.629,11;17.662,91
PAX;Dezembro de 2021;10;193.986,66;19.398,67
PAX;Janeiro de 2022;10;170.702,45;17.070,25
PAX;Fevereiro de 2022;18;156.298,34;8.683,24
PAX;Março de 2022;9;103.331,65;11.481,29
PAX;Abril de 2022;23;24.324,37;1.057,58
PAX;Maio de 2022;30;4.816,81;160,56
PAX;Junho de 2022;23;835,99;36,35
PAX;Julho de 2022;13;870,17;66,94
PAX;Agosto de 2022;13;1.279,77;98,44
PAX;Setembro de 2022;12;1.347,09;112,26
PAX;Outubro de 2022;12;5.714,48;476,21
PAX;Novembro de 2022;14;989,23;70,66
PAX;Dezembro de 2022;6;1.286,19;214,37
PAX;Janeiro de 2023;11;610,23;55,48
PAX;Fevereiro de 2023;8;159,86;19,98
PAX;Março de 2023;9;271,88;30,21
PAX;Abril de 2023;20;3.516,88;175,84
PAX;Maio de 2023;15;466,64;31,11
PAX;Junho de 2023;11;2.361,43;214,68
PAX;Julho de 2023;3;165,60;55,20
PAX;Agosto de 2023;6;506,05;84,34
PAX;Setembro de 2023;5;40,81;8,16
PAX;Outubro de 2023;3;20,45;6,82
PAX;Novembro de 2023;6;1.064,55;177,43
PAX;Dezembro de 2023;20;2.411,39;120,57
PAX;Janeiro de 2024;8;244,16;30,52
PAX;Fevereiro de 2024;6;211,54;35,26
PAX;Março de 2024;9;189,18;21,02
PAX;Abril de 2024;114;10.420,70;91,41
PAX;Maio de 2024;25;1.642,46;65,70
PAX;Junho de 2024;25;1.473,98;58,96
PAX;Julho de 2024;25;1.960,93;78,44
PAX;Agosto de 2024;31;783,86;25,29
PAX;Setembro de 2024;26;454,44;17,48
PAX;Outubro de 2024;21;758,86;36,14
PAX;Novembro de 2024;33;1.693,70;51,32
PAXG;Novembro de 2019;12;66.000,00;5.500,00
PAXG;Dezembro de 2019;2;51.000,00;25.500,00
PAXG;Janeiro de 2020;7;105.500,00;15.071,43
PAXG;Fevereiro de 2020;9;44.900,50;4.988,94
PAXG;Março de 2020;22;26.484,60;1.203,85
PAXG;Abril de 2020;17;66.747,28;3.926,31
PAXG;Maio de 2020;68;36.771,65;540,76
PAXG;Junho de 2020;198;90.917,36;459,18
PAXG;Julho de 2020;106;4.922,39;46,44
PAXG;Agosto de 2020;13.104;7.736.415,33;590,39
PAXG;Setembro de 2020;4.608;1.980.805,33;429,86
PAXG;Outubro de 2020;3.800;1.615.695,11;425,18
PAXG;Novembro de 2020;10.022;6.063.129,50;604,98
PAXG;Dezembro de 2020;12.437;4.796.373,69;385,65
PAXG;Janeiro de 2021;26.883;12.967.371,55;482,36
PAXG;Fevereiro de 2021;25.720;13.598.187,90;528,70
PAXG;Março de 2021;20.130;10.898.395,62;541,40
PAXG;Abril de 2021;28.803;18.342.491,41;636,83
PAXG;Maio de 2021;20.964;13.738.443,33;655,34
PAXG;Junho de 2021;8.529;8.732.399,03;1.023,85
PAXG;Julho de 2021;6.389;2.851.644,41;446,34
PAXG;Agosto de 2021;11.922;4.894.209,59;410,52
PAXG;Setembro de 2021;9.249;3.378.778,69;365,31
PAXG;Outubro de 2021;13.300;4.380.105,18;329,33
PAXG;Novembro de 2021;12.540;4.118.313,58;328,41
PAXG;Dezembro de 2021;8.940;3.246.038,65;363,09
PAXG;Janeiro de 2022;6.501;3.277.233,87;504,11
PAXG;Fevereiro de 2022;10.092;3.234.009,01;320,45
PAXG;Março de 2022;9.299;3.064.746,56;329,58
PAXG;Abril de 2022;9.586;1.894.781,93;197,66
PAXG;Maio de 2022;9.329;25.096.676,53;2.690,18
PAXG;Junho de 2022;7.304;1.451.960,39;198,79
PAXG;Julho de 2022;5.164;965.115,43;186,89
PAXG;Agosto de 2022;3.580;828.469,49;231,42
PAXG;Setembro de 2022;2.862;539.208,15;188,40
PAXG;Outubro de 2022;1.979;576.261,33;291,19
PAXG;Novembro de 2022;3.562;1.577.742,12;442,94
PAXG;Dezembro de 2022;2.512;868.336,69;345,68
PAXG;Janeiro de 2023;3.224;909.578,70;282,13
PAXG;Fevereiro de 2023;3.436;3.599.832,64;1.047,68
PAXG;Março de 2023;4.080;1.278.645,14;313,39
PAXG;Abril de 2023;2.314;507.943,71;219,51
PAXG;Maio de 2023;2.351;593.366,90;252,39
PAXG;Junho de 2023;1.900;452.261,17;238,03
PAXG;Julho de 2023;1.948;431.011,88;221,26
PAXG;Agosto de 2023;2.490;521.836,79;209,57
PAXG;Setembro de 2023;1.765;286.368,63;162,25
PAXG;Outubro de 2023;3.161;497.839,11;157,49
PAXG;Novembro de 2023;3.525;566.876,63;160,82
PAXG;Dezembro de 2023;3.918;558.166,34;142,46
PAXG;Janeiro de 2024;3.447;540.713,88;156,87
PAXG;Fevereiro de 2024;4.304;631.102,76;146,63
PAXG;Março de 2024;7.163;1.066.241,88;148,85
PAXG;Abril de 2024;6.259;1.530.802,62;244,58
PAXG;Maio de 2024;4.264;513.661,31;120,46
PAXG;Junho de 2024;4.259;610.518,64;143,35
PAXG;Julho de 2024;5.288;904.179,47;170,99
PAXG;Agosto de 2024;4.461;846.193,47;189,69
PAXG;Setembro de 2024;4.309;821.531,50;190,65
PAXG;Outubro de 2024;7.206;1.584.013,42;219,82
PAXG;Novembro de 2024;10.165;2.079.919,19;204,62
PUNDIX;Abril de 2021;33.184;29.467.736,18;888,01
PUNDIX;Maio de 2021;24.025;18.184.315,51;756,89
PUNDIX;Junho de 2021;8.133;4.725.601,73;581,04
PUNDIX;Julho de 2021;10.876;7.417.785,32;682,03
PUNDIX;Agosto de 2021;12.207;9.549.969,94;782,34
PUNDIX;Setembro de 2021;5.669;3.909.947,15;689,71
PUNDIX;Outubro de 2021;7.493;5.473.225,01;730,45
PUNDIX;Novembro de 2021;2.814;1.714.553,66;609,29
PUNDIX;Dezembro de 2021;1.759;967.328,35;549,93
PUNDIX;Janeiro de 2022;975;528.413,11;541,96
PUNDIX;Fevereiro de 2022;1.242;716.632,10;577,00
PUNDIX;Março de 2022;933;529.001,94;566,99
PUNDIX;Abril de 2022;1.840;1.141.986,45;620,64
PUNDIX;Maio de 2022;790;331.249,01;419,30
PUNDIX;Junho de 2022;576;161.846,78;280,98
PUNDIX;Julho de 2022;1.673;853.863,40;510,38
PUNDIX;Agosto de 2022;3.303;1.500.826,24;454,38
PUNDIX;Setembro de 2022;3.666;2.225.221,54;606,99
PUNDIX;Outubro de 2022;1.034;476.418,98;460,75
PUNDIX;Novembro de 2022;677;224.941,64;332,26
PUNDIX;Dezembro de 2022;518;153.750,50;296,82
PUNDIX;Janeiro de 2023;463;135.040,70;291,66
PUNDIX;Fevereiro de 2023;711;241.679,99;339,92
PUNDIX;Março de 2023;272;55.069,99;202,46
PUNDIX;Abril de 2023;164;27.805,93;169,55
PUNDIX;Maio de 2023;138;18.195,64;131,85
PUNDIX;Junho de 2023;161;26.197,93;162,72
PUNDIX;Julho de 2023;207;41.910,85;202,47
PUNDIX;Agosto de 2023;145;31.337,54;216,12
PUNDIX;Setembro de 2023;74;16.482,20;222,73
PUNDIX;Outubro de 2023;150;44.200,73;294,67
PUNDIX;Novembro de 2023;163;48.736,62;299,00
PUNDIX;Dezembro de 2023;208;43.633,23;209,78
PUNDIX;Janeiro de 2024;172;24.686,25;143,52
PUNDIX;Fevereiro de 2024;197;30.950,77;157,11
PUNDIX;Março de 2024;710;246.981,90;347,86
PUNDIX;Abril de 2024;1.849;512.656,44;277,26
PUNDIX;Maio de 2024;380;105.712,45;278,19
PUNDIX;Junho de 2024;237;42.594,55;179,72
PUNDIX;Julho de 2024;246;37.101,61;150,82
PUNDIX;Agosto de 2024;114;27.599,79;242,10
PUNDIX;Setembro de 2024;205;27.153,19;132,45
PUNDIX;Outubro de 2024;122;22.823,68;187,08
PUNDIX;Novembro de 2024;526;149.658,19;284,52
SNX;Julho de 2020;1;5.295,50;5.295,50
SNX;Agosto de 2020;1;613,18;613,18
SNX;Dezembro de 2020;8;160.941,39;20.117,67
SNX;Janeiro de 2021;37;329.400,59;8.902,72
SNX;Fevereiro de 2021;46;173.657,10;3.775,15
SNX;Março de 2021;28;86.189,64;3.078,20
SNX;Abril de 2021;23;48.069,04;2.089,96
SNX;Maio de 2021;21.938;17.191.422,52;783,64
SNX;Junho de 2021;13.506;4.691.318,72;347,35
SNX;Julho de 2021;26.616;19.058.711,20;716,06
SNX;Agosto de 2021;27.731;19.080.666,23;688,06
SNX;Setembro de 2021;18.396;15.681.440,31;852,44
SNX;Outubro de 2021;14.848;10.671.212,76;718,70
SNX;Novembro de 2021;13.440;9.409.433,39;700,11
SNX;Dezembro de 2021;7.211;3.998.179,21;554,46
SNX;Janeiro de 2022;7.799;4.444.015,23;569,82
SNX;Fevereiro de 2022;3.907;1.359.869,75;348,06
SNX;Março de 2022;4.646;1.979.912,21;426,15
SNX;Abril de 2022;7.332;3.130.083,67;426,91
SNX;Maio de 2022;4.079;935.127,19;229,25
SNX;Junho de 2022;6.617;2.201.742,12;332,74
SNX;Julho de 2022;6.785;2.621.170,09;386,32
SNX;Agosto de 2022;4.760;2.410.745,46;506,46
SNX;Setembro de 2022;4.355;1.479.528,76;339,73
SNX;Outubro de 2022;3.012;1.015.386,36;337,11
SNX;Novembro de 2022;3.381;889.740,01;263,16
SNX;Dezembro de 2022;2.175;458.840,41;210,96
SNX;Janeiro de 2023;3.144;692.227,11;220,17
SNX;Fevereiro de 2023;5.509;2.024.564,43;367,50
SNX;Março de 2023;10.009;3.524.497,78;352,13
SNX;Abril de 2023;3.287;966.162,95;293,93
SNX;Maio de 2023;2.207;957.399,64;433,80
SNX;Junho de 2023;2.769;661.603,79;238,93
SNX;Julho de 2023;5.453;1.584.466,58;290,57
SNX;Agosto de 2023;3.232;738.393,88;228,46
SNX;Setembro de 2023;3.184;736.719,81;231,38
SNX;Outubro de 2023;2.797;663.597,27;237,25
SNX;Novembro de 2023;6.225;3.398.378,85;545,92
SNX;Dezembro de 2023;10.122;5.079.658,25;501,84
SNX;Janeiro de 2024;25.012;3.360.932,14;134,37
SNX;Fevereiro de 2024;13.703;9.661.882,87;705,09
SNX;Março de 2024;16.254;10.325.890,51;635,28
SNX;Abril de 2024;13.010;6.580.693,08;505,82
SNX;Maio de 2024;7.456;2.513.511,43;337,11
SNX;Junho de 2024;6.409;3.139.548,45;489,87
SNX;Julho de 2024;6.889;1.999.458,65;290,24
SNX;Agosto de 2024;5.728;2.096.062,59;365,93
SNX;Setembro de 2024;3.110;1.105.947,04;355,61
SNX;Outubro de 2024;4.134;1.224.103,18;296,11
SNX;Novembro de 2024;9.041;5.132.493,70;567,69
SOL;Agosto de 2020;1;14.322,00;14.322,00
SOL;Setembro de 2020;2;54.774,26;27.387,13
SOL;Novembro de 2020;2;1.829,21;914,61
SOL;Dezembro de 2020;8;357,67;44,71
SOL;Janeiro de 2021;12;3.706,55;308,88
SOL;Fevereiro de 2021;65;77.384,27;1.190,53
SOL;Março de 2021;25;49.357,00;1.974,28
SOL;Abril de 2021;125;1.024.317,77;8.194,54
SOL;Maio de 2021;148;1.288.360,73;8.705,14
SOL;Junho de 2021;120;174.077,25;1.450,64
SOL;Julho de 2021;4.537;5.874.242,44;1.294,74
SOL;Agosto de 2021;33.454;61.202.276,54;1.829,45
SOL;Setembro de 2021;62.778;165.247.745,64;2.632,26
SOL;Outubro de 2021;36.546;75.401.821,44;2.063,20
SOL;Novembro de 2021;44.143;72.797.053,72;1.649,12
SOL;Dezembro de 2021;96.121;119.780.394,43;1.246,14
SOL;Janeiro de 2022;55.717;47.667.071,85;855,52
SOL;Fevereiro de 2022;56.902;84.550.468,82;1.485,90
SOL;Março de 2022;46.578;25.823.857,94;554,42
SOL;Abril de 2022;43.560;28.998.459,25;665,71
SOL;Maio de 2022;43.874;239.681.486,21;5.462,95
SOL;Junho de 2022;38.300;18.796.098,58;490,76
SOL;Julho de 2022;39.827;18.880.858,56;474,07
SOL;Agosto de 2022;34.328;14.129.378,69;411,60
SOL;Setembro de 2022;25.693;8.368.010,22;325,69
SOL;Outubro de 2022;20.208;6.550.073,88;324,13
SOL;Novembro de 2022;62.738;30.134.004,75;480,32
SOL;Dezembro de 2022;36.300;23.209.321,40;639,38
SOL;Janeiro de 2023;142.920;35.239.289,00;246,57
SOL;Fevereiro de 2023;87.125;27.306.318,74;313,42
SOL;Março de 2023;73.789;23.730.655,98;321,60
SOL;Abril de 2023;69.598;17.930.728,62;257,63
SOL;Maio de 2023;51.584;10.932.790,46;211,94
SOL;Junho de 2023;61.023;16.542.526,18;271,09
SOL;Julho de 2023;103.986;26.216.526,90;252,12
SOL;Agosto de 2023;48.806;13.727.586,89;281,27
SOL;Setembro de 2023;60.456;13.106.224,40;216,79
SOL;Outubro de 2023;222.761;56.701.892,29;254,54
SOL;Novembro de 2023;385.272;201.658.336,26;523,42
SOL;Dezembro de 2023;472.622;319.134.500,44;675,24
SOL;Janeiro de 2024;138.951;118.639.501,84;853,82
SOL;Fevereiro de 2024;365.432;231.229.685,54;632,76
SOL;Março de 2024;866.168;665.029.004,05;767,78
SOL;Abril de 2024;522.044;480.952.039,66;921,29
SOL;Maio de 2024;445.243;359.820.070,06;808,14
SOL;Junho de 2024;383.194;274.440.421,78;716,19
SOL;Julho de 2024;513.003;473.368.370,23;922,74
SOL;Agosto de 2024;509.095;638.994.142,18;1.255,16
SOL;Setembro de 2024;355.190;375.529.055,63;1.057,26
SOL;Outubro de 2024;443.498;509.604.852,47;1.149,06
SOL;Novembro de 2024;1.021.351;1.302.708.581,71;1.275,48
SOL;Dezembro de 2024;5.307;773.972,03;145,84
SUSHI;Novembro de 2020;2;49.396,18;24.698,09
SUSHI;Dezembro de 2020;6;5.238,48;873,08
SUSHI;Janeiro de 2021;35;58.168,45;1.661,96
SUSHI;Fevereiro de 2021;68;64.111,32;942,81
SUSHI;Março de 2021;33;18.414,13;558,00
SUSHI;Abril de 2021;73;21.800,42;298,64
SUSHI;Maio de 2021;10.351;6.534.474,70;631,29
SUSHI;Junho de 2021;11.388;6.934.348,47;608,92
SUSHI;Julho de 2021;10.523;7.881.659,51;748,99
SUSHI;Agosto de 2021;13.505;10.477.375,16;775,81
SUSHI;Setembro de 2021;30.887;25.370.079,16;821,38
SUSHI;Outubro de 2021;18.906;13.502.655,66;714,20
SUSHI;Novembro de 2021;30.496;24.352.408,17;798,54
SUSHI;Dezembro de 2021;43.648;31.431.789,84;720,12
SUSHI;Janeiro de 2022;22.756;13.424.974,84;589,95
SUSHI;Fevereiro de 2022;10.202;4.608.265,90;451,70
SUSHI;Março de 2022;9.237;3.813.884,42;412,89
SUSHI;Abril de 2022;6.792;3.583.657,84;527,63
SUSHI;Maio de 2022;7.208;1.426.134,16;197,85
SUSHI;Junho de 2022;6.593;1.451.536,07;220,16
SUSHI;Julho de 2022;7.284;1.847.957,78;253,70
SUSHI;Agosto de 2022;5.627;1.542.328,42;274,09
SUSHI;Setembro de 2022;3.612;926.168,03;256,41
SUSHI;Outubro de 2022;6.972;2.149.811,26;308,35
SUSHI;Novembro de 2022;6.780;2.175.532,37;320,87
SUSHI;Dezembro de 2022;3.954;836.783,12;211,63
SUSHI;Janeiro de 2023;3.032;989.191,13;326,25
SUSHI;Fevereiro de 2023;3.049;1.074.827,85;352,52
SUSHI;Março de 2023;2.691;1.069.208,37;397,33
SUSHI;Abril de 2023;2.125;493.229,69;232,11
SUSHI;Maio de 2023;1.634;263.574,36;161,31
SUSHI;Junho de 2023;2.113;280.571,71;132,78
SUSHI;Julho de 2023;2.146;276.423,22;128,81
SUSHI;Agosto de 2023;1.884;249.178,41;132,26
SUSHI;Setembro de 2023;1.552;147.018,81;94,73
SUSHI;Outubro de 2023;3.136;399.511,58;127,40
SUSHI;Novembro de 2023;8.944;1.756.372,00;196,37
SUSHI;Dezembro de 2023;4.141;786.793,87;190,00
SUSHI;Janeiro de 2024;9.406;458.143,43;48,71
SUSHI;Fevereiro de 2024;8.903;1.533.805,93;172,28
SUSHI;Março de 2024;10.876;2.419.322,76;222,45
SUSHI;Abril de 2024;6.440;1.291.232,38;200,50
SUSHI;Maio de 2024;3.684;783.665,12;212,72
SUSHI;Junho de 2024;2.795;789.118,21;282,33
SUSHI;Julho de 2024;2.728;656.913,76;240,80
SUSHI;Agosto de 2024;2.661;291.692,60;109,62
